domain,window,cases_total,cases_with_number,revenue_sales,leads_inquiries,traffic,conversion,seo_positions,ad_performance,reach_views,other
lemonscentedtea.com,after,37,20,3,0,2,0,0,0,2,13
lemonscentedtea.com,before,30,20,3,0,2,0,0,0,4,11
lemonscentedtea.com,today,22,0,0,0,0,0,0,0,0,0
leon-elders-3ab91112,today,9,1,0,0,0,0,0,0,0,1
leonwalvisch,today,4,0,0,0,0,0,0,0,0,0
lesupermarche.nl,before,6,0,0,0,0,0,0,0,0,0
lesupermarche.nl,today,6,0,0,0,0,0,0,0,0,0
level-level.com_409,today,30,0,0,0,0,0,0,0,0,0
lienekedewolf,today,20,2,0,0,1,0,0,0,0,1
likehoney.nl,after,9,7,0,2,0,0,0,1,1,4
likehoney.nl,before,3,1,0,1,0,0,0,0,0,0
likehoney.nl,today,21,3,0,0,3,0,0,3,0,0
lime-c.nl,before,5,0,0,0,0,0,0,0,0,0
limesquare.nl,after,2,0,0,0,0,0,0,0,0,0
limesquare.nl,before,4,0,0,0,0,0,0,0,0,0
limesquare.nl,today,30,0,0,0,0,0,0,0,0,0
luc-visser1,today,10,0,0,0,0,0,0,0,0,0
lucsmeetsmarketing,today,8,0,0,0,0,0,0,0,0,0
luuk-kelderman-1a125926,today,9,0,0,0,0,0,0,0,0,0
lvb.nl,after,76,0,0,0,0,0,0,0,0,0
lvb.nl,before,48,0,0,0,0,0,0,0,0,0
lvb.nl,today,6,0,0,0,0,0,0,0,0,0
maarten-laan,today,41,0,0,0,0,0,0,0,0,0
maartenclement,today,7,2,0,0,0,0,0,0,1,1
maartenvanwilligen,today,7,0,0,0,0,0,0,0,0,0
maibru.com,after,18,1,0,0,0,0,0,0,0,1
maibru.com,before,24,1,0,0,0,0,0,0,0,1
maibru.com,today,16,0,0,0,0,0,0,0,0,0
makemarketingmagic.com,after,30,10,2,7,1,2,0,0,3,1
makemarketingmagic.com,before,27,0,0,0,0,0,0,0,0,0
makemarketingmagic.com,today,36,11,1,10,0,1,0,0,3,0
maloutewierik,today,8,1,0,0,0,0,0,0,1,0
manifyagency.com,after,49,18,10,2,3,2,0,1,0,4
manifyagency.com,today,26,0,0,0,0,0,0,0,0,0
marc-bouwman,today,33,0,0,0,0,0,0,0,0,0
marcel-bakkum-8000828,today,11,0,0,0,0,0,0,0,0,0
marcel-sluijter-sens-online-solutions,today,30,0,0,0,0,0,0,0,0,0
marciacoppens,today,7,0,0,0,0,0,0,0,0,0
marcovanhoogdalem,today,11,1,0,0,0,1,0,0,0,0
marjolein-bal,today,16,0,0,0,0,0,0,0,0,0
markaching.nl,today,4,0,0,0,0,0,0,0,0,0
marketingcollega.nl,after,10,7,0,0,5,0,2,0,0,0
marketingcollega.nl,before,7,4,0,0,4,0,0,0,0,0
marketingcollega.nl,today,14,6,0,0,4,0,2,0,0,0
marketingguys.com,after,4,0,0,0,0,0,0,0,0,0
marketingguys.com,today,5,0,0,0,0,0,0,0,0,0
marketingkraam.nl,after,16,4,1,1,2,0,0,0,0,0
marketingkraam.nl,today,33,3,0,0,2,0,0,0,0,1
marketingshift.nl,after,10,7,3,3,0,5,0,0,0,0
marketingshift.nl,before,24,2,1,0,0,0,1,0,0,0
marketingshift.nl,today,22,5,1,2,0,4,0,0,0,0
marketway.nl,after,5,0,0,0,0,0,0,0,0,0
marketway.nl,before,11,0,0,0,0,0,0,0,0,0
marketway.nl,today,17,0,0,0,0,0,0,0,0,0
markkokkelkoren,today,6,2,2,0,0,0,0,0,0,0
marlonvantwillert,today,12,1,0,0,1,0,0,0,0,0
marnix-hendriks,today,20,10,1,3,0,1,0,0,0,5
marthijn-de-vries-1a93a962,today,15,7,0,0,0,2,0,0,1,4
martijnberns,today,17,0,0,0,0,0,0,0,0,0
martijnboeser,today,12,6,2,4,0,0,0,0,0,0
martijngillijns,today,25,0,0,0,0,0,0,0,0,0
martin-verspeek,today,44,0,0,0,0,0,0,0,0,0
martinneuteboom,today,6,2,0,2,0,0,0,0,0,0
mattercontentagency.com,after,4,1,0,0,0,0,0,0,0,1
mattercontentagency.com,before,18,0,0,0,0,0,0,0,0,0
mattercontentagency.com,today,23,0,0,0,0,0,0,0,0,0
matthijskloezeman,today,2,0,0,0,0,0,0,0,0,0
mattmo.nl,after,30,1,0,0,0,0,0,0,1,0
mattmo.nl,before,29,1,0,0,0,0,0,0,1,0
mattmo.nl,today,31,0,0,0,0,0,0,0,0,0
maurice-stam,today,9,0,0,0,0,0,0,0,0,0
maxvaneeghen,today,5,4,2,0,0,0,0,0,0,2
mdmpieterse,today,9,0,0,0,0,0,0,0,0,0
mediabirds.nl,after,76,21,5,3,12,2,1,0,0,0
mediabirds.nl,before,25,0,0,0,0,0,0,0,0,0
mediabirds.nl,today,42,5,0,3,1,0,0,0,0,1
meercollective.nl,after,79,0,0,0,0,0,0,0,0,0
meercollective.nl,before,32,0,0,0,0,0,0,0,0,0
meercollective.nl,today,77,0,0,0,0,0,0,0,0,0
meewerk.com,after,2,0,0,0,0,0,0,0,0,0
meewerk.com,before,2,0,0,0,0,0,0,0,0,0
meewerk.com,today,2,0,0,0,0,0,0,0,0,0
menno-schreven,today,24,0,0,0,0,0,0,0,0,0
mensch-amsterdam.com,after,20,0,0,0,0,0,0,0,0,0
mensch-amsterdam.com,before,8,0,0,0,0,0,0,0,0,0
mensch-amsterdam.com,today,18,0,0,0,0,0,0,0,0,0
merijnjanssen,today,16,1,0,1,0,0,0,0,0,0
metmotion.nl,after,81,15,0,0,9,0,0,0,10,2
metmotion.nl,before,31,7,0,0,2,0,0,0,4,2
metmotion.nl,today,54,9,0,0,2,0,0,0,4,3
michaelletens,today,39,36,1,11,0,1,0,7,0,16
michaelryan-zuurstof,today,64,0,0,0,0,0,0,0,0,0
michel-ariens,today,9,6,1,3,0,0,0,3,0,1
michieldewijn,today,4,0,0,0,0,0,0,0,0,0
michielentrop,today,19,0,0,0,0,0,0,0,0,0
mick-middelman-5569a231,today,21,15,3,6,0,0,0,6,0,3
mignonne-van-eijkelenburg,today,6,0,0,0,0,0,0,0,0,0
mireille-elberse,today,14,0,0,0,0,0,0,0,0,0
mitchell-ling-58a99673,today,20,0,0,0,0,0,0,0,0,0
mlkoekenberg,today,2,0,0,0,0,0,0,0,0,0
mmnt.nl,after,30,0,0,0,0,0,0,0,0,0
mmnt.nl,before,12,0,0,0,0,0,0,0,0,0
mmnt.nl,today,9,0,0,0,0,0,0,0,0,0
modernemeesters.nl,after,137,0,0,0,0,0,0,0,0,0
modernemeesters.nl,before,126,0,0,0,0,0,0,0,0,0
modernemeesters.nl,today,89,0,0,0,0,0,0,0,0,0
muratgumrukcuoglu,today,59,32,8,10,6,2,0,0,0,6
naomibeusink,today,25,20,16,10,2,0,0,6,2,0
nathanael-allen-6727a7136,today,10,0,0,0,0,0,0,0,0,0
natwerk.nl,after,15,0,0,0,0,0,0,0,0,0
natwerk.nl,before,17,0,0,0,0,0,0,0,0,0
natwerk.nl,today,15,0,0,0,0,0,0,0,0,0
ndplokkaar,today,36,0,0,0,0,0,0,0,0,0
nedfinity.com,after,63,24,0,0,12,6,0,0,0,6
nedfinity.com,before,15,0,0,0,0,0,0,0,0,0
nedfinity.com,today,16,7,1,0,1,3,0,0,0,3
netprofiler.nl,after,32,16,3,2,2,1,1,6,1,5
netprofiler.nl,before,9,7,3,0,1,0,0,2,0,2
netprofiler.nl,today,17,5,1,0,0,0,0,1,0,3
netxz.nl,after,9,5,0,1,1,2,1,0,0,0
netxz.nl,before,10,5,0,0,2,3,0,0,0,0
netxz.nl,today,11,6,0,1,1,3,2,0,0,0
newrise.nl,after,8,0,0,0,0,0,0,0,0,0
newrise.nl,before,10,0,0,0,0,0,0,0,0,0
newrise.nl,today,4,1,0,1,0,0,0,0,0,0
nickheurter,today,16,4,0,0,0,0,0,0,0,4
niekminderhoud,today,15,3,1,0,0,0,0,0,0,2
niekvanson,today,3,0,0,0,0,0,0,0,0,0
niels-debets-48861a8,today,4,0,0,0,0,0,0,0,0,0
niels-kersten-9857615,today,7,0,0,0,0,0,0,0,0,0
nijgh.com_412,today,28,0,0,0,0,0,0,0,0,0
nikolay-petkov-,today,30,0,0,0,0,0,0,0,0,0
nkerklaan,today,34,0,0,0,0,0,0,0,0,0
no7.digital,today,3,0,0,0,0,0,0,0,0,0
noahploeg,today,25,0,0,0,0,0,0,0,0,0
nodefy.nl,after,10,0,0,0,0,0,0,0,0,0
nodefy.nl,today,8,0,0,0,0,0,0,0,0,0
nofie.nl,before,79,0,0,0,0,0,0,0,0,0
nofie.nl,today,77,0,0,0,0,0,0,0,0,0
nohaucreative.nl,after,9,1,0,0,0,0,0,0,1,0
nohaucreative.nl,before,33,1,0,0,0,0,0,0,1,0
nohaucreative.nl,today,18,0,0,0,0,0,0,0,0,0
noise.nl,after,60,2,0,0,0,0,0,0,0,2
noise.nl,before,105,10,0,0,1,0,0,0,2,7
noise.nl,today,13,0,0,0,0,0,0,0,0,0
norday.nl_413,today,11,0,0,0,0,0,0,0,0,0
nordique.nl,after,41,8,0,2,1,0,0,0,0,5
nordique.nl,before,40,5,0,0,1,0,0,0,0,4
nordique.nl,today,4,1,0,1,0,0,0,0,0,0
npncommunicatie.nl,after,1,0,0,0,0,0,0,0,0,0
npncommunicatie.nl,before,3,0,0,0,0,0,0,0,0,0
nubisonline.com,after,23,3,1,0,0,1,0,0,0,1
nubisonline.com,before,27,3,1,0,0,1,0,0,0,1
nubisonline.com,today,2,0,0,0,0,0,0,0,0,0
o2communicatie.nl,after,25,5,0,0,0,0,0,0,2,3
o2communicatie.nl,before,20,0,0,0,0,0,0,0,0,0
o2communicatie.nl,today,10,1,0,0,0,0,0,0,0,1
odiv.nl,today,8,8,2,1,3,0,0,0,0,2
ogilvy.nl,today,42,0,0,0,0,0,0,0,0,0
okapion.com,after,49,4,0,0,0,0,0,0,0,4
okapion.com,before,17,1,0,0,0,0,0,0,0,1
okapion.com,today,15,0,0,0,0,0,0,0,0,0
olifantmedia.nl,after,15,2,0,1,0,0,0,0,0,1
olifantmedia.nl,before,15,6,0,0,2,0,0,0,0,4
olifantmedia.nl,today,15,5,0,2,0,0,0,0,1,2
onlinemarketingmanagement,today,14,8,0,0,1,0,0,0,0,7
onlinemarketingutrecht,today,25,6,0,0,0,0,0,0,6,0
onlineperformance.agency,after,8,6,2,0,6,2,0,0,0,0
onlineperformance.agency,today,31,19,5,1,10,4,0,2,3,0
opklopper.nl,after,89,0,0,0,0,0,0,0,0,0
opklopper.nl,before,22,0,0,0,0,0,0,0,0,0
opklopper.nl,today,28,0,0,0,0,0,0,0,0,0
oppepper.nl,after,9,0,0,0,0,0,0,0,0,0
oppepper.nl,before,9,0,0,0,0,0,0,0,0,0
oppepper.nl,today,9,0,0,0,0,0,0,0,0,0
pamelacrovatto,today,12,0,0,0,0,0,0,0,0,0
panbranding.nl,after,73,1,0,0,0,0,0,0,0,1
panbranding.nl,before,65,0,0,0,0,0,0,0,0,0
panbranding.nl,today,13,0,0,0,0,0,0,0,0,0
pangaea.nl,after,26,8,3,0,3,0,0,0,0,3
pangaea.nl,today,47,0,0,0,0,0,0,0,0,0
partout.nl,after,47,5,0,0,1,0,0,1,2,2
partout.nl,before,21,1,0,0,0,0,0,0,1,0
partout.nl,today,18,0,0,0,0,0,0,0,0,0
paulverboven,today,15,13,4,6,0,0,0,0,0,3
personacompany.com,after,20,0,0,0,0,0,0,0,0,0
personacompany.com,before,20,0,0,0,0,0,0,0,0,0
personacompany.com,today,6,0,0,0,0,0,0,0,0,0
peter-dragstra-6b9a03b5,today,15,10,0,0,0,0,3,2,2,5
petrakevenaar,today,29,0,0,0,0,0,0,0,0,0
philip-vink-881b77165,today,3,0,0,0,0,0,0,0,0,0
pietervanderzee,today,19,0,0,0,0,0,0,0,0,0
pig.works,after,4,0,0,0,0,0,0,0,0,0
pig.works,before,4,0,0,0,0,0,0,0,0,0
pig.works,today,16,0,0,0,0,0,0,0,0,0
pim-berentzen-a1229325,today,25,0,0,0,0,0,0,0,0,0
pingwin.nl,after,11,0,0,0,0,0,0,0,0,0
pingwin.nl,before,14,2,0,0,1,0,1,0,0,0
pingwin.nl,today,5,4,0,0,0,0,4,0,0,0
pionect.com_414,today,27,0,0,0,0,0,0,0,0,0
pixoyo.nl,after,1,0,0,0,0,0,0,0,0,0
pixoyo.nl,before,7,0,0,0,0,0,0,0,0,0
pixoyo.nl,today,7,0,0,0,0,0,0,0,0,0
playforward.nl,after,21,2,0,0,0,0,0,1,1,1
playforward.nl,today,18,0,0,0,0,0,0,0,0,0
plopmarketing.com,today,2,0,0,0,0,0,0,0,0,0
pre-pare.nl,after,261,0,0,0,0,0,0,0,0,0
pre-pare.nl,before,253,0,0,0,0,0,0,0,0,0
pre-pare.nl,today,63,0,0,0,0,0,0,0,0,0
prsc.nl_415,today,9,0,0,0,0,0,0,0,0,0
pubmarket.nl,after,3,0,0,0,0,0,0,0,0,0
pubmarket.nl,before,10,1,0,0,0,0,0,0,0,1
pubmarket.nl,today,11,0,0,0,0,0,0,0,0,0
q42.nl_416,today,167,0,0,0,0,0,0,0,0,0
quinn-hulshof-5822b8204,today,21,7,1,0,0,0,0,0,5,2
ralfvanlieshout,today,5,1,0,0,0,0,0,0,0,1
ramsesbraakman,today,52,0,0,0,0,0,0,0,0,0
rauwcc.nl_417,today,36,0,0,0,0,0,0,0,0,0
raymondveldkamp,today,21,1,0,0,0,0,0,0,0,1
reachcommunications.nl,before,17,0,0,0,0,0,0,0,0,0
reachcommunications.nl,today,7,0,0,0,0,0,0,0,0,0
reclame-totaal.nl,after,27,0,0,0,0,0,0,0,0,0
reclame-totaal.nl,before,3,0,0,0,0,0,0,0,0,0
reclame-totaal.nl,today,17,0,0,0,0,0,0,0,0,0
redkiwi.com_418,today,26,7,1,1,1,0,0,0,2,2
reijervankasteren,today,33,0,0,0,0,0,0,0,0,0
remco-mir-candela-75164517,today,30,1,0,1,0,0,0,0,0,0
remikuchler,today,23,7,0,0,0,0,0,0,5,2
reneepping,today,54,0,0,0,0,0,0,0,0,0
renovatiomedia.nl,after,3,0,0,0,0,0,0,0,0,0
renovatiomedia.nl,before,37,0,0,0,0,0,0,0,0,0
renovatiomedia.nl,today,3,0,0,0,0,0,0,0,0,0
reynhard.nl,after,34,0,0,0,0,0,0,0,0,0
reynhard.nl,before,19,0,0,0,0,0,0,0,0,0
reynhard.nl,today,45,0,0,0,0,0,0,0,0,0
rickkwakkel,today,40,12,3,3,3,0,1,1,0,2
rickmaarssen,today,3,0,0,0,0,0,0,0,0,0
rik.marketing,after,4,4,1,0,0,0,0,0,1,2
rik.marketing,before,4,4,1,0,0,0,0,0,1,2
robbert-hendrix,today,8,0,0,0,0,0,0,0,0,0
robert-de-vries-85495a6b,today,18,0,0,0,0,0,0,0,0,0
robinvdl,today,37,0,0,0,0,0,0,0,0,0
rocketing.nl,after,40,13,0,1,3,0,0,0,7,5
rocketing.nl,before,19,5,0,1,1,0,0,0,3,2
rocketing.nl,today,7,1,0,0,0,0,0,0,0,1
roellinssen,today,3,2,1,0,0,0,0,0,0,1
rogier-croes,today,12,1,0,0,0,0,0,0,0,1
rogierduin,today,28,2,0,0,1,0,0,0,0,1
rontielen,today,51,0,0,0,0,0,0,0,0,0
rotterdamcs.nl_419,today,28,0,0,0,0,0,0,0,0,0
rox.nl_420,today,28,0,0,0,0,0,0,0,0,0
roxtar.nl,today,46,26,0,5,6,5,2,0,0,9
roydekok,today,6,0,0,0,0,0,0,0,0,0
rozepepers.nl,after,9,0,0,0,0,0,0,0,0,0
rozepepers.nl,before,29,0,0,0,0,0,0,0,0,0
rozepepers.nl,today,9,0,0,0,0,0,0,0,0,0
rsmediaworks.nl,today,27,0,0,0,0,0,0,0,0,0
ruben-machiels-037783196,today,10,0,0,0,0,0,0,0,0,0
rubrix.nl,after,84,0,0,0,0,0,0,0,0,0
rubrix.nl,before,13,0,0,0,0,0,0,0,0,0
rubrix.nl,today,41,4,0,2,0,0,2,0,0,0
ruudbergen,today,4,0,0,0,0,0,0,0,0,0
rwildschut,today,39,0,0,0,0,0,0,0,0,0
ryan-van-donkelaar-09829715b,today,4,0,0,0,0,0,0,0,0,0
sabine-van-hoven-steenbergen-18442720,today,15,0,0,0,0,0,0,0,0,0
sabineroex,today,21,1,0,0,0,0,0,0,0,1
sadriaanse,today,43,9,0,1,1,1,1,1,0,5
sakevandenbrule,today,13,0,0,0,0,0,0,0,0,0
sam-jeurissen-123297197,today,22,0,0,0,0,0,0,0,0,0
sander-van-ham,today,11,3,3,0,0,0,0,0,0,0
sandergeijtenbeek,today,19,6,0,2,0,1,1,0,1,1
sandervanbaalen,today,66,0,0,0,0,0,0,0,0,0
sandervanhoren,today,30,3,0,0,3,0,0,0,0,0
sanne-de-wild-99262b7a,today,20,0,0,0,0,0,0,0,0,0
sausmakers.nl,before,14,0,0,0,0,0,0,0,0,0
sausmakers.nl,today,27,0,0,0,0,0,0,0,0,0
sdgworks.nl,after,3,0,0,0,0,0,0,0,0,0
sdgworks.nl,before,3,0,0,0,0,0,0,0,0,0
sdgworks.nl,today,3,0,0,0,0,0,0,0,0,0
searchlab.nl,after,3,3,0,1,1,1,0,0,0,2
searchlab.nl,before,19,11,5,2,0,0,0,0,2,2
searchlab.nl,today,4,1,1,0,0,0,0,0,0,0
sebastiaankremer,today,81,16,0,2,6,4,0,0,2,4
seoforyou.nl,after,16,11,1,0,6,0,4,0,0,0
seoforyou.nl,before,15,12,1,0,7,0,4,0,0,0
seoforyou.nl,today,7,4,0,0,2,0,2,0,0,0
seonl.nl,today,2,0,0,0,0,0,0,0,0,0
sharon-van-beek-30aa6ab5,today,21,4,2,0,1,0,1,0,0,0
sherpagrafischontwerp.nl,after,24,0,0,0,0,0,0,0,0,0
sherpagrafischontwerp.nl,before,39,0,0,0,0,0,0,0,0,0
sherpagrafischontwerp.nl,today,9,0,0,0,0,0,0,0,0,0
siem-van-dongen-49a4b280,today,49,37,1,3,27,0,3,0,0,3
sigmasolutions.nl,after,46,0,0,0,0,0,0,0,0,0
sigmasolutions.nl,today,58,2,1,0,1,0,0,0,0,0
simon-hatter,today,21,0,0,0,0,0,0,0,0,0
sjoerd-schipaanboord-86141b6,today,4,0,0,0,0,0,0,0,0,0
sjorsvanhoof,today,28,0,0,0,0,0,0,0,0,0
smaac.nl,after,43,1,1,0,0,0,0,0,0,0
smaac.nl,before,3,1,1,0,0,0,0,0,0,0
smaac.nl,today,30,1,1,0,0,0,0,0,0,0
smartmediamasters.nl,after,2,2,0,0,0,0,0,0,0,2
smartmediamasters.nl,before,7,3,0,1,0,0,0,0,0,2
smartmediamasters.nl,today,3,1,0,0,0,0,0,0,0,1
somention.com_422,today,90,0,0,0,0,0,0,0,0,0
sonjavaneeghen,today,9,0,0,0,0,0,0,0,0,0
statement.nl,after,52,0,0,0,0,0,0,0,0,0
statement.nl,before,43,0,0,0,0,0,0,0,0,0
statement.nl,today,41,0,0,0,0,0,0,0,0,0
stefanwildeboer,today,3,3,1,0,1,0,0,0,0,1
stijn-buijsrogge-9b7058118,today,10,1,0,0,0,0,0,0,0,1
stijnalink,today,21,0,0,0,0,0,0,0,0,0
stijndevaan,today,14,6,3,1,3,0,0,0,0,0
strangelove.nl,after,4,0,0,0,0,0,0,0,0,0
strangelove.nl,before,2,0,0,0,0,0,0,0,0,0
strangelove.nl,today,16,0,0,0,0,0,0,0,0,0
strila.nl,before,30,0,0,0,0,0,0,0,0,0
strila.nl,today,20,1,0,0,1,0,0,0,0,0
studio10am.nl_423,today,9,0,0,0,0,0,0,0,0,0
studiobold.nl,after,10,0,0,0,0,0,0,0,0,0
studiobold.nl,before,10,0,0,0,0,0,0,0,0,0
studiobold.nl,today,22,0,0,0,0,0,0,0,0,0
studionul.com_424,today,4,0,0,0,0,0,0,0,0,0
studiopiranha.com_425,today,6,0,0,0,0,0,0,0,0,0
studiorbee.nl,after,25,0,0,0,0,0,0,0,0,0
studiorbee.nl,before,22,0,0,0,0,0,0,0,0,0
studiorbee.nl,today,33,0,0,0,0,0,0,0,0,0
supportflex.nl,after,7,0,0,0,0,0,0,0,0,0
supportflex.nl,today,40,0,0,0,0,0,0,0,0,0
suzanne-joosten,today,7,0,0,0,0,0,0,0,0,0
svendenboer,today,4,0,0,0,0,0,0,0,0,0
svenvannobelen,today,10,0,0,0,0,0,0,0,0,0
takties.nl,after,9,0,0,0,0,0,0,0,0,0
takties.nl,before,1,0,0,0,0,0,0,0,0,0
takties.nl,today,13,0,0,0,0,0,0,0,0,0
tekstueel-communicatie.nl,after,46,0,0,0,0,0,0,0,0,0
tekstueel-communicatie.nl,before,26,0,0,0,0,0,0,0,0,0
tekstueel-communicatie.nl,today,23,0,0,0,0,0,0,0,0,0
tenzer.nl,before,12,0,0,0,0,0,0,0,0,0
tenzer.nl,today,7,2,1,2,0,0,0,0,0,0
thabasco.nl,after,5,0,0,0,0,0,0,0,0,0
thabasco.nl,before,4,1,0,0,0,0,0,0,0,1
thabasco.nl,today,8,0,0,0,0,0,0,0,0,0
thatinnerflame.com,today,3,0,0,0,0,0,0,0,0,0
theapsgroup.com,after,37,8,0,0,1,0,0,0,0,7
theapsgroup.com,before,37,7,0,0,1,0,0,0,0,6
theapsgroup.com,today,15,0,0,0,0,0,0,0,0,0
thebravenewnow.com,after,4,0,0,0,0,0,0,0,0,0
thebravenewnow.com,today,6,0,0,0,0,0,0,0,0,0
thegoodplace,today,31,0,0,0,0,0,0,0,0,0
thisisqi.nl,after,3,0,0,0,0,0,0,0,0,0
thisisqi.nl,before,3,0,0,0,0,0,0,0,0,0
thisisqi.nl,today,3,0,0,0,0,0,0,0,0,0
thom-van-de-donk,today,15,7,0,1,2,1,0,2,0,1
thrillmedia.nl,after,3,0,0,0,0,0,0,0,0,0
thrillmedia.nl,before,3,0,0,0,0,0,0,0,0,0
thrillmedia.nl,today,3,0,0,0,0,0,0,0,0,0
tim-breur,today,28,0,0,0,0,0,0,0,0,0
tim-heijne-learn-play-create,today,17,0,0,0,0,0,0,0,0,0
tom-gregory-brink-6864b91a,today,42,0,0,0,0,0,0,0,0,0
tom-uivel-120694151,today,6,2,0,0,0,0,0,0,2,0
tomkolker,today,14,0,0,0,0,0,0,0,0,0
tomorrowmen.nl,after,37,19,6,2,3,1,2,2,3,2
tomorrowmen.nl,before,8,7,2,1,3,0,0,2,0,1
tomorrowmen.nl,today,24,0,0,0,0,0,0,0,0,0
toonvharen,today,3,0,0,0,0,0,0,0,0,0
transvormatie.nl,after,22,0,0,0,0,0,0,0,0,0
transvormatie.nl,before,13,0,0,0,0,0,0,0,0,0
transvormatie.nl,today,16,0,0,0,0,0,0,0,0,0
tres.nl,after,61,12,0,3,1,0,0,1,0,7
tres.nl,before,10,0,0,0,0,0,0,0,0,0
tres.nl,today,12,2,0,2,0,0,0,0,0,0
trichis.nl_428,today,55,0,0,0,0,0,0,0,0,0
trimm.nl,after,35,10,3,2,0,6,0,0,1,2
trimm.nl,before,36,9,3,2,0,6,0,0,0,1
trimm.nl,today,16,1,0,0,0,1,0,0,0,0
tudordumitru,today,3,1,0,0,0,0,0,0,0,1
turntwo.com,after,20,5,2,0,0,0,0,0,0,3
turntwo.com,before,4,0,0,0,0,0,0,0,0,0
turntwo.com,today,10,0,0,0,0,0,0,0,0,0
tymen-cieraad-b4073040,today,15,0,0,0,0,0,0,0,0,0
ultrax.agency,after,13,0,0,0,0,0,0,0,0,0
ultrax.agency,before,12,0,0,0,0,0,0,0,0,0
ultrax.agency,today,31,0,0,0,0,0,0,0,0,0
upside.nl,after,32,7,0,3,3,0,0,0,0,1
upside.nl,before,31,2,0,0,1,0,0,0,0,1
upside.nl,today,27,4,0,2,2,0,0,0,0,0
valerie-bos,today,59,1,0,0,0,0,0,0,0,1
vdoelman,today,30,6,0,2,6,2,2,0,0,0
vdveer.nl,before,6,0,0,0,0,0,0,0,0,0
vdveer.nl,today,10,0,0,0,0,0,0,0,0,0
vertigo6.nl,after,14,7,0,0,0,0,0,0,4,3
vertigo6.nl,before,3,0,0,0,0,0,0,0,0,0
vertigo6.nl,today,14,5,0,0,0,0,0,0,5,0
vincent-beld-928a8b21,today,7,0,0,0,0,0,0,0,0,0
vincentvvliet,today,13,4,2,2,0,0,0,0,0,0
vizien.nl,after,34,24,0,0,9,7,5,0,0,3
vizien.nl,before,21,1,0,0,0,1,0,0,0,0
vizien.nl,today,35,7,0,1,4,2,1,0,0,0
vonc.nl,after,40,0,0,0,0,0,0,0,0,0
vonc.nl,before,25,0,0,0,0,0,0,0,0,0
vonc.nl,today,20,0,0,0,0,0,0,0,0,0
vormdestad.nl,after,35,3,0,0,0,0,0,0,2,1
vormdestad.nl,before,25,0,0,0,0,0,0,0,0,0
vormdestad.nl,today,28,0,0,0,0,0,0,0,0,0
vrijdagonline.nl,after,48,0,0,0,0,0,0,0,0,0
vrijdagonline.nl,before,16,2,1,0,0,1,0,0,0,0
vrijdagonline.nl,today,102,0,0,0,0,0,0,0,0,0
wadm.nl,after,49,4,1,0,0,0,0,0,0,3
wadm.nl,before,69,4,1,0,0,0,0,0,0,3
wadm.nl,today,30,0,0,0,0,0,0,0,0,0
webcrafter.nl,after,6,0,0,0,0,0,0,0,0,0
webcrafter.nl,before,10,3,0,0,2,0,0,0,0,1
webcrafter.nl,today,7,0,0,0,0,0,0,0,0,0
webdesign-direct.nl,after,6,0,0,0,0,0,0,0,0,0
webdesign-direct.nl,before,26,0,0,0,0,0,0,0,0,0
webdesign-direct.nl,today,6,0,0,0,0,0,0,0,0,0
webelephant.nl,today,11,1,0,0,0,0,0,0,0,1
webinzicht.nl,after,46,0,0,0,0,0,0,0,0,0
webinzicht.nl,today,23,0,0,0,0,0,0,0,0,0
websignaal.nl,after,7,0,0,0,0,0,0,0,0,0
websignaal.nl,before,2,0,0,0,0,0,0,0,0,0
websitefreaks.nl,after,17,0,0,0,0,0,0,0,0,0
websitefreaks.nl,today,26,0,0,0,0,0,0,0,0,0
webton.nl,after,17,3,0,0,2,1,1,0,0,0
webton.nl,before,8,1,0,1,0,0,0,0,0,0
webton.nl,today,18,3,0,0,0,0,1,0,0,2
wibo-van-der-heide-a717512,today,55,40,11,11,4,2,0,8,0,6
wiljan-pannekoek,today,9,3,1,0,0,0,0,0,0,2
wimdatema,today,24,0,0,0,0,0,0,0,0,0
wouterbesters,today,47,1,0,0,0,0,1,0,0,0
woutermuns,today,8,0,0,0,0,0,0,0,0,0
wrkt.nl,after,3,0,0,0,0,0,0,0,0,0
wrkt.nl,today,27,17,9,0,2,0,0,2,3,1
wveen.com,after,102,0,0,0,0,0,0,0,0,0
wveen.com,before,85,0,0,0,0,0,0,0,0,0
wveen.com,today,72,0,0,0,0,0,0,0,0,0
x-com.nl,today,12,3,1,0,1,1,0,0,0,0
yescontent.nl_430,today,29,0,0,0,0,0,0,0,0,0
yummygum.com,before,7,0,0,0,0,0,0,0,0,0
yummygum.com,today,13,10,0,0,0,2,0,0,0,8
z-studio.nl,after,20,0,0,0,0,0,0,0,0,0
z-studio.nl,before,15,0,0,0,0,0,0,0,0,0
z-studio.nl,today,21,0,0,0,0,0,0,0,0,0
zalmpartners.nl,after,5,0,0,0,0,0,0,0,0,0
zalmpartners.nl,today,27,12,0,3,3,0,2,0,2,3
